row_type,reference_dataset,source_page,doi,standard_air_density_kg_m3,equation,note,speed_point,speed_m_s,source_scope,flight_filename,preset,local_source_file,mass_kg,max_total_thrust_n,level_horizontal_thrust_margin_n,force_law,linear_drag_coefficient_n_per_mps,total_drag_reference_speed_m_s,body_drag_x_n_per_mps2,body_drag_z_n_per_mps2,total_drag_x_n_per_mps2,total_drag_z_n_per_mps2,equivalent_cda_x_m2,equivalent_cda_z_m2,drag_limited_level_speed_x_m_s,drag_limited_level_speed_z_m_s,axis,speed_source_page,body_drag_coefficient_n_per_mps2,total_drag_coefficient_n_per_mps2,equivalent_cda_m2,required_drag_force_n,residual_horizontal_margin_n,drag_over_level_margin,max_allowable_drag_coefficient_n_per_mps2,max_allowable_equivalent_cda_m2,coefficient_over_max_allowable,drag_limited_level_speed_m_s,speed_over_drag_limited
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_1_gps_speed_p95,13.11,open_field_flight_csv,Flight_1.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.012553318077803204,0.02049521318825013,2.15756514,51.48964921266232,0.0402176546542892,0.31213451370328477,0.5096073693114853,0.04021765465428919,109.19934885830641,0.12005566092716466
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_1_gps_speed_max,16.02,open_field_flight_csv,Flight_1.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.013735955056179775,0.022426049071313917,3.525201,49.386365174994054,0.06662439339521962,0.2061700580851419,0.3366041764655378,0.06662439339521962,113.86869743211099,0.14068835739120658
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_1_gps_speed_max,16.02,open_field_flight_csv,Flight_1.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.015735955056179772,0.02569135519376289,4.0384818,48.87308437499406,0.07632512306748881,0.2061700580851419,0.3366041764655378,0.0763251230674888,90.2638917173947,0.17747960668654392
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_1_gps_speed_max,16.02,open_field_flight_csv,Flight_1.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.009290636704119849,0.015168386455705875,2.38435272,51.26286163266232,0.04444504246438422,0.2090365131626288,0.3412841031226593,0.04444504246438422,142.49362445418117,0.11242608265011345
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_1_gps_speed_max,16.02,open_field_flight_csv,Flight_1.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.01089063670411985,0.01778063135366506,2.79497736,50.85223699266233,0.05209920764248022,0.2090365131626288,0.3412841031226593,0.05209920764248023,109.19934885830641,0.14670417147621495
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_2_gps_speed_p95,17.25,open_field_flight_csv,Flight_2.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.012934782608695653,0.02111801242236025,3.84890625,49.06265992499406,0.07274224764526038,0.17781664751100712,0.2903128938955218,0.07274224764526038,113.86869743211099,0.15149027247180485
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_2_gps_speed_p95,17.25,open_field_flight_csv,Flight_2.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.014934782608695652,0.024383318544809227,4.44403125,48.467534924994055,0.08398978845763677,0.17781664751100712,0.2903128938955218,0.08398978845763677,90.2638917173947,0.19110631806135348
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_2_gps_speed_p95,17.25,open_field_flight_csv,Flight_2.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.008756521739130434,0.014296362023070094,2.6056125,51.041601852662325,0.04856939044162491,0.18028889511501725,0.29434921651431384,0.04856939044162491,142.49362445418117,0.12105804779740681
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_2_gps_speed_p95,17.25,open_field_flight_csv,Flight_2.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.010356521739130433,0.016908606921029277,3.0817124999999996,50.56550185266232,0.05744403576561594,0.18028889511501725,0.29434921651431384,0.05744403576561594,109.19934885830641,0.15796797490416403
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_2_gps_speed_max,18.72,open_field_flight_csv,Flight_2.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.012115384615384616,0.01978021978021978,4.245696,48.665870174994055,0.08024135944035825,0.15098678162836626,0.24650903122998571,0.08024135944035825,113.86869743211099,0.1643998782998369
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_2_gps_speed_max,18.72,open_field_flight_csv,Flight_2.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.014115384615384616,0.02304552590266876,4.946572799999999,47.96499337499406,0.0934875521098777,0.15098678162836626,0.24650903122998571,0.0934875521098777,90.2638917173947,0.20739189994832097
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_2_gps_speed_max,18.72,open_field_flight_csv,Flight_2.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.008210256410256411,0.01340450026164312,2.8771891199999997,50.77002523266233,0.05363165925235436,0.153086004138423,0.2499363332872212,0.05363165925235436,142.49362445418117,0.13137429882709886
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_2_gps_speed_max,18.72,open_field_flight_csv,Flight_2.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.00981025641025641,0.016016745159602302,3.4378905599999996,50.209323792662325,0.06408330053076444,0.153086004138423,0.2499363332872212,0.06408330053076444,109.19934885830641,0.17142959363512755
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_3_gps_speed_p95,4.04,open_field_flight_csv,Flight_3.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.04705445544554455,0.07682360072741966,0.7680039999999999,52.14356217499406,0.014514860464723073,3.241812455579971,5.29275502951832,0.014514860464723073,113.86869743211099,0.03547946091513575
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_3_gps_speed_p95,4.04,open_field_flight_csv,Flight_3.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.049054455445544556,0.08008890684986866,0.8006472,52.11091897499406,0.015131799299835977,3.241812455579971,5.29275502951832,0.015131799299835977,90.2638917173947,0.04475765362132568
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_3_gps_speed_p95,4.04,open_field_flight_csv,Flight_3.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.031502970297029705,0.05143342089310972,0.51417888,53.13303547266232,0.009584446950403178,3.2868845182250714,5.3663420705715446,0.009584446950403178,142.49362445418117,0.02835214568704484
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_3_gps_speed_p95,4.04,open_field_flight_csv,Flight_3.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.0331029702970297,0.0540456657910689,0.54029344,53.106920912662325,0.010071230100565084,3.2868845182250714,5.3663420705715446,0.010071230100565083,109.19934885830641,0.03699655760074334
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_3_gps_speed_max,5.75,open_field_flight_csv,Flight_3.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.033804347826086954,0.05519077196095829,1.11765625,51.793909924994054,0.021123098989426683,1.6003498275990642,2.6128160450596964,0.02112309898942668,113.86869743211099,0.05049675749060162
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_3_gps_speed_max,5.75,open_field_flight_csv,Flight_3.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.035804347826086956,0.05845607808340727,1.18378125,51.727784924994054,0.02237282574635739,1.6003498275990642,2.6128160450596964,0.02237282574635739,90.2638917173947,0.06370210602045115
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_3_gps_speed_max,5.75,open_field_flight_csv,Flight_3.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.022669565217391302,0.03701153504880212,0.7495124999999999,52.89770185266232,0.013971135482877206,1.6226000560351554,2.649142948628825,0.013971135482877206,142.49362445418117,0.0403526825991356
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_3_gps_speed_max,5.75,open_field_flight_csv,Flight_3.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.024269565217391303,0.039623779946761306,0.8024125,52.84480185266232,0.014957207185542878,1.6226000560351554,2.649142948628825,0.014957207185542878,109.19934885830641,0.052655991634721344
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_4_gps_speed_p95,4.14,open_field_flight_csv,Flight_4.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.04597826086956522,0.07506654835847382,0.7880489999999999,52.123517174994056,0.01489370012964067,3.087094574843874,5.040154407908365,0.014893700129640672,113.86869743211099,0.036357665393233166
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_4_gps_speed_p95,4.14,open_field_flight_csv,Flight_4.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.04797826086956521,0.0783318544809228,0.8223281999999998,52.089237974994056,0.01554155848043355,3.087094574843874,5.040154407908365,0.015541558480433551,90.2638917173947,0.045865516334724826
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_4_gps_speed_p95,4.14,open_field_flight_csv,Flight_4.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.03078550724637681,0.05026205264714581,0.52765128,53.119563072662324,0.009835576485507013,3.1300155401912724,5.110229453373505,0.009835576485507013,142.49362445418117,0.029053931471377633
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_4_gps_speed_p95,4.14,open_field_flight_csv,Flight_4.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.032385507246376816,0.052874297545105,0.55507464,53.09213971266232,0.010346756056168898,3.1300155401912724,5.110229453373505,0.0103467560561689,109.19934885830641,0.037912313976999366
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_4_gps_speed_max,6.61,open_field_flight_csv,Flight_4.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.02973146747352496,0.04854117138534687,1.29903025,51.612535924994056,0.02455096954990382,1.2110099119747975,1.9771590399588528,0.024550969549903823,113.86869743211099,0.05804931600223943
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_4_gps_speed_max,6.61,open_field_flight_csv,Flight_4.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.03173146747352496,0.05180647750779585,1.38641445,51.52515172499406,0.026202483695430996,1.2110099119747975,1.9771590399588528,0.026202483695431,90.2638917173947,0.07322972535568385
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_4_gps_speed_max,6.61,open_field_flight_csv,Flight_4.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.01995431164901664,0.03257846799839451,0.87184578,52.77536857266232,0.01625146413509415,1.2278470101611578,2.0046481798549514,0.01625146413509415,142.49362445418117,0.04638804034439763
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_4_gps_speed_max,6.61,open_field_flight_csv,Flight_4.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.02155431164901664,0.03519071289635369,0.94175314,52.70546121266232,0.017554558076569804,1.2278470101611578,2.0046481798549514,0.017554558076569804,109.19934885830641,0.060531496470523145
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_5_gps_speed_p95,7.869999999999999,open_field_flight_csv,Flight_5.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.02537166454891995,0.04142312579415502,1.5714422499999998,51.34012392499406,0.029699409100890715,0.8542817960697754,1.394745789501674,0.029699409100890712,113.86869743211099,0.0691146924262669
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_5_gps_speed_p95,7.869999999999999,open_field_flight_csv,Flight_5.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.02737166454891995,0.044688431916604,1.6953160499999997,51.216250124994055,0.03204055696240578,0.8542817960697754,1.394745789501674,0.03204055696240577,90.2638917173947,0.08718879554451314
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_5_gps_speed_p95,7.869999999999999,open_field_flight_csv,Flight_5.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.01704777636594663,0.027833104270933273,1.0558864199999998,52.591327932662324,0.019682036294725147,0.8661591773670031,1.4141374324359233,0.019682036294725147,142.49362445418117,0.05523054122699081
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_5_gps_speed_p95,7.869999999999999,open_field_flight_csv,Flight_5.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.018647776365946632,0.03044534916889246,1.1549854599999998,52.492228892662325,0.021529271816565103,0.8661591773670031,1.4141374324359233,0.0215292718165651,109.19934885830641,0.07207002681134904
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_5_gps_speed_max,8.26,open_field_flight_csv,Flight_5.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0025,0.02429176755447942,0.03966002866037456,1.6573689999999999,51.254197174994054,0.03132337822922487,0.7755155710444755,1.2661478710930212,0.031323378229224874,113.86869743211099,0.07253968989084685
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_5_gps_speed_max,8.26,open_field_flight_csv,Flight_5.csv,racingQuad,,,,52.91156617499406,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.18,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0045,0.02629176755447942,0.042925334782823545,1.7938242,51.117741974994054,0.03390230775001627,0.7755155710444755,1.2661478710930212,0.03390230775001628,90.2638917173947,0.09150946012676983
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_5_gps_speed_max,8.26,open_field_flight_csv,Flight_5.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,x,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0018,0.01632784503631961,0.026657706181746302,1.11400968,52.53320467266232,0.020765471114246502,0.7862978377176146,1.2837515717838606,0.020765471114246502,142.49362445418117,0.05796750578588871
apdrone_drag_speed_constraint,APdrone Mendeley Data v2,,,1.225,,"If coefficient_over_max_allowable exceeds 1, this simplified full-thrust level-flight check cannot sustain the logged GPS speed on that project axis. Coefficient and CdA are speed-point equivalents of the runtime linear-plus-quadratic drag law.",open_field_flight_5_gps_speed_max,8.26,open_field_flight_csv,Flight_5.csv,apDrone,,,,53.647214352662324,F=linearDragCoefficient*V+bodyAxisDrag*V^2,0.12,,,,,,,,,,z,https://data.mendeley.com/datasets/zgsvdtxnfh/2,0.0034,0.017927845036319612,0.029269951079705488,1.2231738399999998,52.42404051266232,0.02280032346058427,0.7862978377176146,1.2837515717838606,0.02280032346058427,109.19934885830641,0.07564147667874753
